,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,R (A),R (a.u.),batch size,lr,dcy const,C_0,C_+1,C_-1,C_+2,C_exc1,C_exc2,C_exc3,O_0,O_+1,O_-1,O_-2,O_exc1,O_exc2,C Eff.,O Eff.,Tot. Ch,RMSE,epoch len.
25,2.75,5.19674646865,1024,0.01,0.0001,0.77883434,0.0034258699,0.0010891585,0.21291645,0.0006935706,0.0035445872,0.00071613427,0.4732936,0.00040801405,0.01683561,0.20617591,0.3030469,0.00077609974,0.42816960881464183,-0.42877941229380667,-0.0006098034791648388,0.008113695069231805,1045
26,2.65,5.007773869789999,1024,0.01,0.0001,0.7533392,0.013598953,0.0014885011,0.23021308,0.0016535402,0.0017933742,0.001711359,0.4546679,0.0009968173,0.0024352213,0.23515327,0.30450332,0.0012460545,0.47253660403657705,-0.4717449495801702,0.0007916544564068317,0.007953230138807952,422
27,2.55,4.81880127093,1024,0.01,0.0001,0.7490574,0.0057480214,0.00052083033,0.23973021,0.0004411944,0.004584434,0.0005423968,0.45654246,0.0005716404,0.029247046,0.22771814,0.28585395,0.00068572507,0.4846876093070023,-0.4841116944444366,0.0005759148625656962,0.0077549494640937,1017
28,2.45,4.62982867207,1024,0.01,0.0001,0.7200285,0.009721033,0.0009198144,0.26681468,0.0007217035,0.00081388827,0.0007796861,0.43610325,0.00069910905,0.005356281,0.269063,0.28726563,0.0009781009,0.5424305766937323,-0.5427831638371572,-0.0003525871434248984,0.007491580726104048,609
29,2.35,4.44085607321,1024,0.01,0.0001,0.702714,0.005603336,0.00083977263,0.28581312,0.00073103607,0.0028596607,0.00083284866,0.42724004,0.00025825904,0.020720612,0.2783838,0.2719272,0.00075446477,0.5763898091390729,-0.5772299361124169,-0.0008401269733440131,0.007132394141787567,575
30,2.25,4.25188347435,1024,0.01,0.0001,0.67781395,0.005836605,0.00087675126,0.30947176,0.0008435592,0.0042958376,0.0008922745,0.4035783,0.0013835202,0.0361958,0.29358396,0.26367837,0.0014722055,0.6239033662714064,-0.6219801981933415,0.0019231680780649185,0.006723038275626969,550
31,2.15,4.06291087549,1024,0.01,0.0001,0.6446324,0.0083710365,-0.0,0.34137687,-0.0,0.000595094,5.4489574e-06,0.37177825,0.001065009,0.03728795,0.32686287,0.26139957,0.0011662338,0.6911247782409191,-0.6899486847687513,0.0011760934721678495,0.006027414518125166,595
32,2.05,3.8739382766299997,1024,0.01,0.0001,0.6170589,0.003057196,0.00036700317,0.37198073,-0.0,0.0032939296,0.00033363397,0.3422417,0.0007545025,0.046190113,0.35086793,0.25875962,0.0012072407,0.7466516463027801,-0.7471714644925669,-0.0005198181897867471,0.005060302199838215,597
33,1.95,3.6849656777699997,1024,0.01,0.0001,0.5916289,0.0016392383,0.00092440797,0.3990767,0.001198293,0.0057986467,0.0014784225,0.30061474,0.001152562,0.032315906,0.3830295,0.2792732,0.0052389884,0.7988682307768613,-0.797222325578332,0.0016459051985293627,0.004089712674632719,444
34,1.85,3.49599307891,1024,0.01,0.0001,0.54674375,0.007464506,0.00086281775,0.44167623,0.0008866858,0.0010935233,0.0009972921,0.24505232,0.0017690845,0.00846092,0.44132885,0.29467484,0.0073106172,0.8899541469290853,-0.8893495425581932,0.0006046043708920479,0.0045150659213572105,436
